HexData,SrcIP,DstIP,SrcPort,DstPort,TEID,Label
450000245f664000401100000a0aa3c40a0a3893086808680010000030ff001400013d1600000000,10.10.163.196,10.10.56.147,2152,2152,81174,1
45000024b6fc4000401100000a0afcce0a0ab6a5086808680010000030ff0014000c79d600000000,10.10.252.206,10.10.182.165,2152,2152,817622,1
45000024cece4000401100000a0a4c100a0a41ed086808680010000030ff00140007dfc200000000,10.10.76.16,10.10.65.237,2152,2152,516034,1
4500002496eb4000401100000a0a729c0a0acfad086808680010000030ff0014000e577400000000,10.10.114.156,10.10.207.173,2152,2152,939892,1
45000024b22b4000401100000a0a42ca0a0a360b086808680010000030ff0014000a691c00000000,10.10.66.202,10.10.54.11,2152,2152,682268,1
45000024e2fb4000401100000a0a4d030a0af439086808680010000030ff00140006d0ba00000000,10.10.77.3,10.10.244.57,2152,2152,446650,1
4500002496c14000401100000a0aa9e50a0ae105086808680010000030ff0014000864b700000000,10.10.169.229,10.10.225.5,2152,2152,550071,1
45000024af534000401100000a0a3b1b0a0ae276086808680010000030ff00140006626e00000000,10.10.59.27,10.10.226.118,2152,2152,418414,1
45000024e5a14000401100000a0aa1720a0afde8086808680010000030ff001400012b1c00000000,10.10.161.114,10.10.253.232,2152,2152,76572,1
45000024c74d4000401100000a0aeb2f0a0a6560086808680010000030ff0014000b3eb600000000,10.10.235.47,10.10.101.96,2152,2152,736950,1
4500002440174000401100000a0acd520a0ab185086808680010000030ff001400044d4b00000000,10.10.205.82,10.10.177.133,2152,2152,281931,1
45000024c1494000401100000a0aab890a0a6169086808680010000030ff00140005c2f300000000,10.10.171.137,10.10.97.105,2152,2152,377587,1
45000024d4354000401100000a0a1b800a0a7d69086808680010000030ff0014000dd94000000000,10.10.27.128,10.10.125.105,2152,2152,907584,1
45000024bee94000401100000a0a67940a0aac35086808680010000030ff00140002364200000000,10.10.103.148,10.10.172.53,2152,2152,144962,1
45000024dff64000401100000a0a7b240a0a07bd086808680010000030ff0014000c591c00000000,10.10.123.36,10.10.7.189,2152,2152,809244,1
45000024e6df4000401100000a0a0d0a0a0ac47d086808680010000030ff0014000999c000000000,10.10.13.10,10.10.196.125,2152,2152,629184,1
45000024ef434000401100000a0a02f90a0affea086808680010000030ff00140005e88c00000000,10.10.2.249,10.10.255.234,2152,2152,387212,1
4500002499b64000401100000a0a31610a0ac5b9086808680010000030ff00140009f1fe00000000,10.10.49.97,10.10.197.185,2152,2152,651774,1
45000024651b4000401100000a0a453b0a0a4de1086808680010000030ff00140007f85000000000,10.10.69.59,10.10.77.225,2152,2152,522320,1
450000240c7b4000401100000a0a98ad0a0a9d98086808680010000030ff0014000a0f7100000000,10.10.152.173,10.10.157.152,2152,2152,659313,1
4500002472224000401100000a0ab5490a0a0ffe086808680010000030ff0014000453af00000000,10.10.181.73,10.10.15.254,2152,2152,283567,1
45000024dfa94000401100000a0a87f30a0accbc086808680010000030ff0014000d537300000000,10.10.135.243,10.10.204.188,2152,2152,873331,1
4500002403314000401100000a0a89580a0a4489086808680010000030ff00140002e0ba00000000,10.10.137.88,10.10.68.137,2152,2152,188602,1
45000024ce324000401100000a0a0ad50a0a42a9086808680010000030ff0014000a3b4f00000000,10.10.10.213,10.10.66.169,2152,2152,670543,1
45000024716f4000401100000a0a28cd0a0adb6d086808680010000030ff00140000884300000000,10.10.40.205,10.10.219.109,2152,2152,34883,1
450000244f494000401100000a0a49e00a0a02f4086808680010000030ff0014000d48c600000000,10.10.73.224,10.10.2.244,2152,2152,870598,1
45000024ae794000401100000a0a12660a0a8121086808680010000030ff00140006b9fe00000000,10.10.18.102,10.10.129.33,2152,2152,440830,1
45000024b3714000401100000a0afc790a0a4d65086808680010000030ff0014000690c500000000,10.10.252.121,10.10.77.101,2152,2152,430277,1
4500002428db4000401100000a0adcfc0a0af867086808680010000030ff0014000661ee00000000,10.10.220.252,10.10.248.103,2152,2152,418286,1
450000241e5b4000401100000a0aa9cd0a0a6900086808680010000030ff001400013bf600000000,10.10.169.205,10.10.105.0,2152,2152,80886,1
45000024b9514000401100000a0a14dc0a0a7a0b086808680010000030ff0014000bed0e00000000,10.10.20.220,10.10.122.11,2152,2152,781582,1
450000248f014000401100000a0a73210a0aff84086808680010000030ff0014000a646200000000,10.10.115.33,10.10.255.132,2152,2152,681058,1
450000245f9a4000401100000a0a44ef0a0af529086808680010000030ff00140001110300000000,10.10.68.239,10.10.245.41,2152,2152,69891,1
4500002448544000401100000a0a74140a0a6d17086808680010000030ff00140004e11100000000,10.10.116.20,10.10.109.23,2152,2152,319761,1
45000024e7994000401100000a0aba9a0a0ad0ef086808680010000030ff001400033ac700000000,10.10.186.154,10.10.208.239,2152,2152,211655,1
4500002450bd4000401100000a0a5be00a0a3ae7086808680010000030ff00140002f21800000000,10.10.91.224,10.10.58.231,2152,2152,193048,1
45000024543c4000401100000a0a43970a0a378b086808680010000030ff001400082e6b00000000,10.10.67.151,10.10.55.139,2152,2152,536171,1
45000024ae254000401100000a0a3bf50a0a9efe086808680010000030ff00140005a0ec00000000,10.10.59.245,10.10.158.254,2152,2152,368876,1
4500002498b84000401100000a0a98bc0a0a1692086808680010000030ff0014000b445200000000,10.10.152.188,10.10.22.146,2152,2152,738386,1
4500002465394000401100000a0a3fb00a0adc8c086808680010000030ff0014000d358800000000,10.10.63.176,10.10.220.140,2152,2152,865672,1
450000246ae84000401100000a0aa1490a0a194f086808680010000030ff00140008f82700000000,10.10.161.73,10.10.25.79,2152,2152,587815,1
450000245ba84000401100000a0a80360a0aeaf0086808680010000030ff001400061eea00000000,10.10.128.54,10.10.234.240,2152,2152,401130,1
45000024a0e44000401100000a0a296e0a0a49a9086808680010000030ff0014000952d200000000,10.10.41.110,10.10.73.169,2152,2152,611026,1
45000024bf1a4000401100000a0ac60e0a0acab7086808680010000030ff00140005518500000000,10.10.198.14,10.10.202.183,2152,2152,348549,1
45000024dec04000401100000a0a47b60a0a0da3086808680010000030ff0014000be7c500000000,10.10.71.182,10.10.13.163,2152,2152,780229,1
450000249c5b4000401100000a0aa9010a0a764a086808680010000030ff0014000078df00000000,10.10.169.1,10.10.118.74,2152,2152,30943,1
45000024135f4000401100000a0ab3b60a0ac2aa086808680010000030ff0014000dc24f00000000,10.10.179.182,10.10.194.170,2152,2152,901711,1
45000024a5ca4000401100000a0a9aa50a0ae095086808680010000030ff00140006d23a00000000,10.10.154.165,10.10.224.149,2152,2152,447034,1
45000024a9494000401100000a0a2f7f0a0a820c086808680010000030ff0014000b307e00000000,10.10.47.127,10.10.130.12,2152,2152,733310,1
4500002471ac4000401100000a0abc800a0a5fbc086808680010000030ff00140002cd9700000000,10.10.188.128,10.10.95.188,2152,2152,183703,1
45000024a6134000401100000a0a516a0a0a1f44086808680010000030ff001400093b5300000000,10.10.81.106,10.10.31.68,2152,2152,605011,1
450000244b354000401100000a0a98d10a0a9c41086808680010000030ff001400076b4800000000,10.10.152.209,10.10.156.65,2152,2152,486216,1
45000024372b4000401100000a0a431a0a0afbbf086808680010000030ff00140007eccc00000000,10.10.67.26,10.10.251.191,2152,2152,519372,1
4500002416a14000401100000a0a53e40a0aca37086808680010000030ff001400018a5500000000,10.10.83.228,10.10.202.55,2152,2152,100949,1
450000243fd54000401100000a0a60590a0af550086808680010000030ff0014000ca83300000000,10.10.96.89,10.10.245.80,2152,2152,829491,1
4500002424a34000401100000a0a5aa00a0ae02a086808680010000030ff001400017a9000000000,10.10.90.160,10.10.224.42,2152,2152,96912,1
450000248c624000401100000a0a67d20a0a7ae4086808680010000030ff0014000d1eab00000000,10.10.103.210,10.10.122.228,2152,2152,859819,1
45000024ca174000401100000a0ac8c40a0a9f19086808680010000030ff001400003cbd00000000,10.10.200.196,10.10.159.25,2152,2152,15549,1
450000245c154000401100000a0a5b5c0a0a60d0086808680010000030ff00140002df9c00000000,10.10.91.92,10.10.96.208,2152,2152,188316,1
4500002412554000401100000a0a0b120a0ae871086808680010000030ff00140005c32c00000000,10.10.11.18,10.10.232.113,2152,2152,377644,1
45000024d9354000401100000a0a46350a0a9f72086808680010000030ff001400062cde00000000,10.10.70.53,10.10.159.114,2152,2152,404702,1
450000248f584000401100000a0ab0370a0a1e0f086808680010000030ff00140005c66c00000000,10.10.176.55,10.10.30.15,2152,2152,378476,1
4500002443c84000401100000a0ade280a0ae9a2086808680010000030ff00140003459900000000,10.10.222.40,10.10.233.162,2152,2152,214425,1
45000024d66c4000401100000a0a18c80a0a7966086808680010000030ff0014000f96a900000000,10.10.24.200,10.10.121.102,2152,2152,1021609,1
450000244ee74000401100000a0abf190a0a0ec4086808680010000030ff00140006378f00000000,10.10.191.25,10.10.14.196,2152,2152,407439,1
450000248b954000401100000a0a27e70a0a2422086808680010000030ff00140003653a00000000,10.10.39.231,10.10.36.34,2152,2152,222522,1
4500002436814000401100000a0ae7ad0a0aa1e3086808680010000030ff00140009d56200000000,10.10.231.173,10.10.161.227,2152,2152,644450,1
450000244c4c4000401100000a0a52b80a0ab9c5086808680010000030ff0014000cdb5300000000,10.10.82.184,10.10.185.197,2152,2152,842579,1
45000024177f4000401100000a0a88aa0a0ab0d2086808680010000030ff0014000cca7400000000,10.10.136.170,10.10.176.210,2152,2152,838260,1
45000024e5764000401100000a0a1cdc0a0ae3e2086808680010000030ff0014000ebfc700000000,10.10.28.220,10.10.227.226,2152,2152,966599,1
45000024f9374000401100000a0a11ba0a0a10a7086808680010000030ff0014000142fc00000000,10.10.17.186,10.10.16.167,2152,2152,82684,1
4500002448f84000401100000a0aeafd0a0aba9f086808680010000030ff00140005797c00000000,10.10.234.253,10.10.186.159,2152,2152,358780,1
45000024242f4000401100000a0ad3730a0a6c68086808680010000030ff00140005021700000000,10.10.211.115,10.10.108.104,2152,2152,328215,1
450000240c494000401100000a0a6a410a0a806e086808680010000030ff0014000ebebf00000000,10.10.106.65,10.10.128.110,2152,2152,966335,1
450000244c984000401100000a0a5c9c0a0a8b7b086808680010000030ff00140000f7f000000000,10.10.92.156,10.10.139.123,2152,2152,63472,1
45000024bfed4000401100000a0ab2930a0a8272086808680010000030ff0014000ebf4800000000,10.10.178.147,10.10.130.114,2152,2152,966472,1
45000024a47b4000401100000a0a20b30a0a1769086808680010000030ff0014000a647700000000,10.10.32.179,10.10.23.105,2152,2152,681079,1
450000245a684000401100000a0a56290a0a424a086808680010000030ff00140007248200000000,10.10.86.41,10.10.66.74,2152,2152,468098,1
45000024c2f14000401100000a0a022f0a0a7dbb086808680010000030ff00140002f5f200000000,10.10.2.47,10.10.125.187,2152,2152,194034,1
4500002439484000401100000a0a5a8f0a0a0ac4086808680010000030ff001400008c1e00000000,10.10.90.143,10.10.10.196,2152,2152,35870,1
450000242dc34000401100000a0a45ab0a0afc62086808680010000030ff00140000615200000000,10.10.69.171,10.10.252.98,2152,2152,24914,1
450000247d374000401100000a0a8b100a0a1e55086808680010000030ff00140003bacd00000000,10.10.139.16,10.10.30.85,2152,2152,244429,1
4500002487194000401100000a0aec9c0a0a628f086808680010000030ff0014000aee2e00000000,10.10.236.156,10.10.98.143,2152,2152,716334,1
450000242d554000401100000a0a53e60a0a0cb5086808680010000030ff00140008c65800000000,10.10.83.230,10.10.12.181,2152,2152,575064,1
45000024de9b4000401100000a0a51d50a0ad765086808680010000030ff0014000a3a6f00000000,10.10.81.213,10.10.215.101,2152,2152,670319,1
45000024b2424000401100000a0a32ae0a0ad767086808680010000030ff001400053f8300000000,10.10.50.174,10.10.215.103,2152,2152,343939,1
45000024add44000401100000a0a4b650a0ab812086808680010000030ff0014000a3d3200000000,10.10.75.101,10.10.184.18,2152,2152,671026,1
4500002485824000401100000a0a7e3e0a0a9508086808680010000030ff00140006db4b00000000,10.10.126.62,10.10.149.8,2152,2152,449355,1
45000024cf044000401100000a0adff30a0aa510086808680010000030ff00140001e39e00000000,10.10.223.243,10.10.165.16,2152,2152,123806,1
4500002447714000401100000a0a60750a0a371f086808680010000030ff001400072cfd00000000,10.10.96.117,10.10.55.31,2152,2152,470269,1
45000024a9ab4000401100000a0aed970a0a439f086808680010000030ff00140005a1b600000000,10.10.237.151,10.10.67.159,2152,2152,369078,1
4500002442954000401100000a0a5b7e0a0a8826086808680010000030ff0014000aecf600000000,10.10.91.126,10.10.136.38,2152,2152,716022,1
45000024b9204000401100000a0a4d640a0a69ec086808680010000030ff00140004443000000000,10.10.77.100,10.10.105.236,2152,2152,279600,1
450000248db84000401100000a0afb740a0a9d7a086808680010000030ff00140004c5c200000000,10.10.251.116,10.10.157.122,2152,2152,312770,1
45000024edcf4000401100000a0acfdf0a0a3798086808680010000030ff001400062a3d00000000,10.10.207.223,10.10.55.152,2152,2152,404029,1
45000024791f4000401100000a0a428b0a0a8aed086808680010000030ff00140006bdfe00000000,10.10.66.139,10.10.138.237,2152,2152,441854,1
45000024c9174000401100000a0a05a70a0ad945086808680010000030ff001400035b9100000000,10.10.5.167,10.10.217.69,2152,2152,220049,1
450000247f944000401100000a0a8c550a0affc7086808680010000030ff0014000759c500000000,10.10.140.85,10.10.255.199,2152,2152,481733,1
45000024b7174000401100000a0a97830a0a3afe086808680010000030ff001400035bc300000000,10.10.151.131,10.10.58.254,2152,2152,220099,1
450000245e3c4000401100000a0af5530a0a27f5086808680010000030ff001400052e8c00000000,10.10.245.83,10.10.39.245,2152,2152,339596,1
4500002459c34000401100000a0a43840a0a5483086808680010000030ff0014000d1e7b00000000,10.10.67.132,10.10.84.131,2152,2152,859771,1
4500002427e34000401100000a0a6fa00a0a2d7a086808680010000030ff00140005a48200000000,10.10.111.160,10.10.45.122,2152,2152,369794,1
45000024f6174000401100000a0a759d0a0aa383086808680010000030ff0014000ae5ad00000000,10.10.117.157,10.10.163.131,2152,2152,714157,1
450000243c454000401100000a0a07c40a0a7763086808680010000030ff00140007db4a00000000,10.10.7.196,10.10.119.99,2152,2152,514890,1
450000249bd44000401100000a0a6bd70a0ac37e086808680010000030ff0014000ad75f00000000,10.10.107.215,10.10.195.126,2152,2152,710495,1
4500002423c64000401100000a0a79d10a0a8f41086808680010000030ff0014000c20e200000000,10.10.121.209,10.10.143.65,2152,2152,794850,1
450000245fe54000401100000a0a82e10a0a70e0086808680010000030ff001400061d1e00000000,10.10.130.225,10.10.112.224,2152,2152,400670,1
4500002453344000401100000a0aa7860a0ac714086808680010000030ff0014000688cf00000000,10.10.167.134,10.10.199.20,2152,2152,428239,1
45000024e0e14000401100000a0a18cc0a0a27ef086808680010000030ff00140003f76900000000,10.10.24.204,10.10.39.239,2152,2152,259945,1
450000245ba64000401100000a0a42e90a0a01c2086808680010000030ff0014000e6d1c00000000,10.10.66.233,10.10.1.194,2152,2152,945436,1
4500002430dd4000401100000a0a895c0a0a33e4086808680010000030ff0014000b535f00000000,10.10.137.92,10.10.51.228,2152,2152,742239,1
45000024ac204000401100000a0a146b0a0a89c9086808680010000030ff00140007860400000000,10.10.20.107,10.10.137.201,2152,2152,493060,1
45000024c7304000401100000a0a327e0a0a447c086808680010000030ff0014000ab9c900000000,10.10.50.126,10.10.68.124,2152,2152,702921,1
4500002469b74000401100000a0adbe00a0a34f1086808680010000030ff0014000fcc3b00000000,10.10.219.224,10.10.52.241,2152,2152,1035323,1
4500002429064000401100000a0a64bf0a0a24e0086808680010000030ff0014000ed1f600000000,10.10.100.191,10.10.36.224,2152,2152,971254,1
4500002482464000401100000a0a64150a0a4467086808680010000030ff0014000f08ae00000000,10.10.100.21,10.10.68.103,2152,2152,985262,1
45000024fe6a4000401100000a0aec320a0aa8bb086808680010000030ff0014000fbaf100000000,10.10.236.50,10.10.168.187,2152,2152,1030897,1
45000024b30e4000401100000a0ac78f0a0a59ae086808680010000030ff0014000ef69700000000,10.10.199.143,10.10.89.174,2152,2152,980631,1
45000024f39f4000401100000a0a10680a0a10bc086808680010000030ff00140009338f00000000,10.10.16.104,10.10.16.188,2152,2152,603023,1
4500002471264000401100000a0ab2b20a0a3292086808680010000030ff00140005075200000000,10.10.178.178,10.10.50.146,2152,2152,329554,1
45000024b1114000401100000a0a322e0a0ad061086808680010000030ff00140003d05900000000,10.10.50.46,10.10.208.97,2152,2152,249945,1
45000024227f4000401100000a0ae1860a0ad5ca086808680010000030ff00140003977300000000,10.10.225.134,10.10.213.202,2152,2152,235379,1
45000024b7734000401100000a0a35ba0a0a30c9086808680010000030ff0014000e0e9d00000000,10.10.53.186,10.10.48.201,2152,2152,921245,1
4500002456894000401100000a0a287a0a0a5de9086808680010000030ff0014000f078100000000,10.10.40.122,10.10.93.233,2152,2152,984961,1
450000249b914000401100000a0ad7560a0a3d6e086808680010000030ff0014000acf0400000000,10.10.215.86,10.10.61.110,2152,2152,708356,1
4500002481934000401100000a0ace930a0a23ac086808680010000030ff0014000c866500000000,10.10.206.147,10.10.35.172,2152,2152,820837,1
45000024d43c4000401100000a0a435f0a0a01d5086808680010000030ff00140003801100000000,10.10.67.95,10.10.1.213,2152,2152,229393,1
4500002480274000401100000a0a19bf0a0a2438086808680010000030ff0014000c59e200000000,10.10.25.191,10.10.36.56,2152,2152,809442,1
4500002480af4000401100000a0ade530a0a98bf086808680010000030ff00140008c58000000000,10.10.222.83,10.10.152.191,2152,2152,574848,1
45000024c1814000401100000a0ab5b80a0aa0e6086808680010000030ff001400004f5a00000000,10.10.181.184,10.10.160.230,2152,2152,20314,1
4500002442464000401100000a0a3d140a0a3152086808680010000030ff00140005497600000000,10.10.61.20,10.10.49.82,2152,2152,346486,1
450000246fc04000401100000a0ad2960a0ad280086808680010000030ff00140007ed9c00000000,10.10.210.150,10.10.210.128,2152,2152,519580,1
45000024f64a4000401100000a0a92830a0a32a7086808680010000030ff0014000c8da000000000,10.10.146.131,10.10.50.167,2152,2152,822688,1
45000024c8ea4000401100000a0a6d090a0aa31d086808680010000030ff0014000486be00000000,10.10.109.9,10.10.163.29,2152,2152,296638,1
4500002431d04000401100000a0aeb9a0a0a0a39086808680010000030ff00140004ddec00000000,10.10.235.154,10.10.10.57,2152,2152,318956,1
45000024128e4000401100000a0ae68d0a0a47a8086808680010000030ff0014000ed51300000000,10.10.230.141,10.10.71.168,2152,2152,972051,1
450000242b7f4000401100000a0aa6630a0a22a9086808680010000030ff0014000338ff00000000,10.10.166.99,10.10.34.169,2152,2152,211199,1
450000241bdd4000401100000a0aa1a80a0a7fb8086808680010000030ff0014000e93e400000000,10.10.161.168,10.10.127.184,2152,2152,955364,1
45000024bd534000401100000a0abb8d0a0a0bf3086808680010000030ff0014000e411a00000000,10.10.187.141,10.10.11.243,2152,2152,934170,1
4500002471bb4000401100000a0a115e0a0a7393086808680010000030ff001400088ea300000000,10.10.17.94,10.10.115.147,2152,2152,560803,1
4500002466f54000401100000a0a0fbc0a0a8048086808680010000030ff0014000ae53300000000,10.10.15.188,10.10.128.72,2152,2152,714035,1
4500002434474000401100000a0a6bc50a0a85ea086808680010000030ff00140006dd6900000000,10.10.107.197,10.10.133.234,2152,2152,449897,1
45000024eb5f4000401100000a0ad4640a0a96f4086808680010000030ff0014000a615f00000000,10.10.212.100,10.10.150.244,2152,2152,680287,1
45000024bcc14000401100000a0ab0c60a0a9ef3086808680010000030ff00140001f34e00000000,10.10.176.198,10.10.158.243,2152,2152,127822,1
4500002444f54000401100000a0a886a0a0a5bf8086808680010000030ff00140009884200000000,10.10.136.106,10.10.91.248,2152,2152,624706,1
4500002457a94000401100000a0a3b5f0a0aea69086808680010000030ff00140005a87900000000,10.10.59.95,10.10.234.105,2152,2152,370809,1
4500002490484000401100000a0a79fc0a0a0c3e086808680010000030ff0014000db24d00000000,10.10.121.252,10.10.12.62,2152,2152,897613,1
45000024a7fe4000401100000a0a9c490a0a64d7086808680010000030ff00140006978e00000000,10.10.156.73,10.10.100.215,2152,2152,432014,1
45000024b45a4000401100000a0a46320a0a5074086808680010000030ff001400012ef700000000,10.10.70.50,10.10.80.116,2152,2152,77559,1
45000024da294000401100000a0aaedb0a0a3e70086808680010000030ff00140000c6f300000000,10.10.174.219,10.10.62.112,2152,2152,50931,1
4500002441384000401100000a0aae4d0a0aed67086808680010000030ff00140005571300000000,10.10.174.77,10.10.237.103,2152,2152,349971,1
4500002459b54000401100000a0a70e30a0ac43d086808680010000030ff00140006465900000000,10.10.112.227,10.10.196.61,2152,2152,411225,1
4500002490d34000401100000a0a60140a0a0364086808680010000030ff0014000088c300000000,10.10.96.20,10.10.3.100,2152,2152,35011,1
45000024aab44000401100000a0a7e2b0a0adfd6086808680010000030ff00140005fe8f00000000,10.10.126.43,10.10.223.214,2152,2152,392847,1
450000241c434000401100000a0a201f0a0ae10b086808680010000030ff00140001b8f400000000,10.10.32.31,10.10.225.11,2152,2152,112884,1
45000024987e4000401100000a0ad71b0a0a11e9086808680010000030ff00140006ae2900000000,10.10.215.27,10.10.17.233,2152,2152,437801,1
45000024b8804000401100000a0a63ec0a0a0501086808680010000030ff0014000e373500000000,10.10.99.236,10.10.5.1,2152,2152,931637,1
45000024fc704000401100000a0af6ee0a0a8fcf086808680010000030ff00140005943500000000,10.10.246.238,10.10.143.207,2152,2152,365621,1
4500002495f44000401100000a0a2d1a0a0a4d48086808680010000030ff0014000c177300000000,10.10.45.26,10.10.77.72,2152,2152,792435,1
450000243c3a4000401100000a0aa5650a0a9a90086808680010000030ff0014000672fd00000000,10.10.165.101,10.10.154.144,2152,2152,422653,1
4500002490c84000401100000a0a904e0a0a3a49086808680010000030ff00140002cf4e00000000,10.10.144.78,10.10.58.73,2152,2152,184142,1
4500002460a04000401100000a0a48ef0a0a5b85086808680010000030ff001400014f2900000000,10.10.72.239,10.10.91.133,2152,2152,85801,1
45000024017c4000401100000a0ab8c60a0a3bd8086808680010000030ff0014000d31d600000000,10.10.184.198,10.10.59.216,2152,2152,864726,1
450000248b444000401100000a0ab8550a0a941c086808680010000030ff0014000d2bde00000000,10.10.184.85,10.10.148.28,2152,2152,863198,1
45000024eeef4000401100000a0a50e90a0a89f7086808680010000030ff00140000d61c00000000,10.10.80.233,10.10.137.247,2152,2152,54812,1
4500002498aa4000401100000a0a20bb0a0ad7c9086808680010000030ff001400079fff00000000,10.10.32.187,10.10.215.201,2152,2152,499711,1
4500002408034000401100000a0a31cd0a0a8eec086808680010000030ff0014000f57af00000000,10.10.49.205,10.10.142.236,2152,2152,1005487,1
4500002482a34000401100000a0af7100a0a8b40086808680010000030ff00140007be0f00000000,10.10.247.16,10.10.139.64,2152,2152,507407,1
450000245f254000401100000a0a04ab0a0a4606086808680010000030ff0014000ffeb800000000,10.10.4.171,10.10.70.6,2152,2152,1048248,1
4500002481a34000401100000a0a4d320a0ae772086808680010000030ff0014000c56e500000000,10.10.77.50,10.10.231.114,2152,2152,808677,1
45000024c4ea4000401100000a0aca7e0a0a741c086808680010000030ff0014000f942700000000,10.10.202.126,10.10.116.28,2152,2152,1020967,1
45000024b2244000401100000a0ac02b0a0a4154086808680010000030ff0014000a0f4b00000000,10.10.192.43,10.10.65.84,2152,2152,659275,1
450000245ef94000401100000a0a8c7d0a0a4f72086808680010000030ff00140009507300000000,10.10.140.125,10.10.79.114,2152,2152,610419,1
4500002420594000401100000a0ab6cc0a0af59c086808680010000030ff0014000820e600000000,10.10.182.204,10.10.245.156,2152,2152,532710,1
450000243a904000401100000a0aea9f0a0a2a6b086808680010000030ff0014000906ef00000000,10.10.234.159,10.10.42.107,2152,2152,591599,1
4500002406a74000401100000a0a98940a0a81a4086808680010000030ff001400042e3000000000,10.10.152.148,10.10.129.164,2152,2152,273968,1
45000024aa454000401100000a0a324d0a0a3980086808680010000030ff0014000ead1a00000000,10.10.50.77,10.10.57.128,2152,2152,961818,1
45000024d7ba4000401100000a0abe0a0a0aee29086808680010000030ff00140002860100000000,10.10.190.10,10.10.238.41,2152,2152,165377,1
450000245f3a4000401100000a0aed910a0ae52e086808680010000030ff0014000ec4e800000000,10.10.237.145,10.10.229.46,2152,2152,967912,1
45000024ec794000401100000a0a25f80a0a4425086808680010000030ff0014000506a400000000,10.10.37.248,10.10.68.37,2152,2152,329380,1
45000024c5d64000401100000a0a67ab0a0ad4f7086808680010000030ff0014000bde5800000000,10.10.103.171,10.10.212.247,2152,2152,777816,1
4500002431124000401100000a0af8220a0a2e47086808680010000030ff0014000a87f300000000,10.10.248.34,10.10.46.71,2152,2152,690163,1
4500002473d14000401100000a0a713f0a0acfc4086808680010000030ff001400020ef500000000,10.10.113.63,10.10.207.196,2152,2152,134901,1
45000024aa7c4000401100000a0ab2d40a0ae99f086808680010000030ff001400040f7300000000,10.10.178.212,10.10.233.159,2152,2152,266099,1
450000245bf34000401100000a0ac4fa0a0a1aa3086808680010000030ff00140007a60400000000,10.10.196.250,10.10.26.163,2152,2152,501252,1
45000024b2574000401100000a0a4f460a0a7301086808680010000030ff001400095f0600000000,10.10.79.70,10.10.115.1,2152,2152,614150,1
45000024ef6a4000401100000a0a90230a0ac9d6086808680010000030ff0014000190f800000000,10.10.144.35,10.10.201.214,2152,2152,102648,1
4500002452514000401100000a0ae76b0a0a4781086808680010000030ff0014000846c900000000,10.10.231.107,10.10.71.129,2152,2152,542409,1
45000024f4f64000401100000a0ac08f0a0ac8a9086808680010000030ff00140007a83500000000,10.10.192.143,10.10.200.169,2152,2152,501813,1
45000024e9294000401100000a0af5ff0a0a982d086808680010000030ff0014000ff6f100000000,10.10.245.255,10.10.152.45,2152,2152,1046257,1
45000024cc194000401100000a0a50740a0a85df086808680010000030ff001400016d1f00000000,10.10.80.116,10.10.133.223,2152,2152,93471,1
450000241b784000401100000a0a4e1d0a0a2678086808680010000030ff00140005d8b400000000,10.10.78.29,10.10.38.120,2152,2152,383156,1
45000024d0474000401100000a0a22620a0a0fe9086808680010000030ff00140002f32800000000,10.10.34.98,10.10.15.233,2152,2152,193320,1
450000245deb4000401100000a0ab8640a0a5f1b086808680010000030ff00140002023700000000,10.10.184.100,10.10.95.27,2152,2152,131639,1
45000024c7b34000401100000a0a6d1a0a0ac51a086808680010000030ff00140008a27100000000,10.10.109.26,10.10.197.26,2152,2152,565873,1
45000024f08c4000401100000a0a4f2b0a0a0774086808680010000030ff0014000289b800000000,10.10.79.43,10.10.7.116,2152,2152,166328,1
4500002401f84000401100000a0a2b1b0a0a62a1086808680010000030ff00140007cdbf00000000,10.10.43.27,10.10.98.161,2152,2152,511423,1
4500002480934000401100000a0a99550a0a0dfc086808680010000030ff001400090e6800000000,10.10.153.85,10.10.13.252,2152,2152,593512,1
4500002438f04000401100000a0a00140a0a2755086808680010000030ff00140003244900000000,10.10.0.20,10.10.39.85,2152,2152,205897,1
4500002457994000401100000a0a5c190a0a7511086808680010000030ff0014000e15b700000000,10.10.92.25,10.10.117.17,2152,2152,923063,1
4500002412784000401100000a0aa7220a0a8844086808680010000030ff0014000322be00000000,10.10.167.34,10.10.136.68,2152,2152,205502,1
4500002489b44000401100000a0a10a20a0ae575086808680010000030ff0014000a9e3000000000,10.10.16.162,10.10.229.117,2152,2152,695856,1
45000024628e4000401100000a0a52370a0aed2c086808680010000030ff0014000b67c000000000,10.10.82.55,10.10.237.44,2152,2152,747456,1
45000024908d4000401100000a0adc4f0a0a3ea8086808680010000030ff0014000070d300000000,10.10.220.79,10.10.62.168,2152,2152,28883,1
450000241cb54000401100000a0af8210a0afc54086808680010000030ff001400061b6b00000000,10.10.248.33,10.10.252.84,2152,2152,400235,1
450000244bc94000401100000a0a8ce90a0a73c8086808680010000030ff0014000b3ba100000000,10.10.140.233,10.10.115.200,2152,2152,736161,1
4500002461a04000401100000a0aad690a0a6f4b086808680010000030ff0014000c92a200000000,10.10.173.105,10.10.111.75,2152,2152,823970,1
45000024d4ba4000401100000a0a266e0a0a679c086808680010000030ff00140003136e00000000,10.10.38.110,10.10.103.156,2152,2152,201582,1
